h_m,cv_m2_s,T_s,Pu_kPa,phi_deg,tau_kPa,sigma_eff0_kPa,Pi,R_Pi,FS_PD,Psi
0.03676351177635718,9.763246164591154e-06,14.388668144409598,34.87709905473611,30.759500657473545,32.262784208278106,59.30750247958561,0.10393955563566981,0.5184826728126748,0.760478563125475,-0.23952143687452498
0.025998486377242523,6.777769319746237e-05,33.07046459322898,7.605617911782029,28.30188146675544,24.15721635651464,42.97181246486253,3.3161254472974337,0.02512972884893714,0.9536213751636072,-0.04637862483639277
0.07719183764770261,1.0240176594286405e-06,4.4878786954445165,13.4870336172273,30.68474666081419,14.649016929527566,79.79525832714303,0.0007712688580505263,0.9582172636624972,2.7088141498429454,1.7088141498429454
0.059043380334192756,8.665167299444827e-06,130.3261352520235,27.853442347933672,31.173827759483828,18.298628997169715,51.20703476226683,0.3239410917685985,0.2468848097147745,1.4656727158608824,0.46567271586088244
0.028543900537214444,1.3502969212251223e-05,6.10871337755364,16.653576074980045,25.59070844311696,25.083853691592214,34.94293554529421,0.10124005841757219,0.5244550134561147,0.5004002926044425,-0.4995997073955575
0.05834240467329942,3.0058539252676806e-06,13.249460472993878,14.678888568925451,29.886187853515025,34.74973066960048,89.27977635563974,0.01170031124546929,0.8372606764582884,1.2732864007086577,0.27328640070865773
0.04405256864557606,1.1834433119852838e-06,80.61772576702226,28.151656318569003,27.886079005405175,30.416636921895574,69.57831873639688,0.04916267767249702,0.6664711057913312,0.8840526779343197,-0.11594732206568026
0.028198103610592752,2.501448664944344e-05,75.75844327093505,19.204110550228904,36.91113299587941,31.47899290114637,42.58164913599181,2.383322607928762,0.034965192306495335,1.0000251489861487,2.5148986148693098e-05
0.08580522908450416,4.16609410043496e-05,3.5294217737842972,16.596370841735222,27.963318452133436,40.04880483552033,34.37510683985367,0.019971244360732745,0.7873838013203569,0.2824516258713175,-0.7175483741286826
0.04157061131931512,0.00011375550259691771,4.627183822849482,17.833159175895382,29.905171445998427,18.435196393617233,67.46858905756902,0.30459049334556565,0.2602499173958173,1.9601075293434431,0.9601075293434431
0.11267190990278304,5.334636513232061e-06,16.903505513847655,5.038084144886282,25.66515653750746,16.052829819231505,49.368367937384605,0.007103138790665542,0.8732000878029885,1.3460867051219279,0.34608670512192785
0.024874392154082568,0.0001770346644950157,43.35623319147027,34.09515262630676,35.60527230968493,27.822345364995357,84.80701385593952,12.405232321381412,0.006717595540392558,2.176799106420182,1.176799106420182
0.021951826955087322,0.00010187951418954895,8.198484395798708,9.704417107249505,35.025836699045534,41.11827875479792,66.08268059496397,1.7333213991290397,0.048077252324406704,1.118456610036692,0.11845661003669194
0.11546159132971655,2.3355560075410613e-06,30.389690959400564,19.09990434375495,27.34231059633938,15.279565257849569,47.66109739039214,0.005324042239151277,0.8902221926152241,1.03749181194325,0.03749181194324991
